citekey,title,year,generation,entry_type,first_author,doi,completeness,in_degree,out_degree,is_ghost
jansson2023,Ovala spännbucklor,2023,F2,book,Jansson,,0.667,1,0,False
neiss2070,Omitted in Citation Context,,F2,article,neiß Michael,,0.5,1,0,False
attwood2000,The Saga of Gunnlaug Serpent-Tongue,2000,F2,incollection,Attwood Katrina C,,0.917,1,0,False
einarsson1991,"Egils saga, London: Viking Society for Northern Research Bjarni Vilhjálmsson and Þórhallur Vilmundarson",1991,F2,article,Einarsson Bjarni F,,0.75,1,0,False
blake1962,"Íslendinga sögur og þaettir II, Reykjavík: Svart á hvítu Byock, Jesse, trans",1962,F2,incollection,Blake Norman F,,0.917,2,0,False
durrenburger1934,The saga of Hávarður of Ísafjörður,1934,F2,article,Durrenburger E.,,0.75,1,0,False
ol1939,Vatnsdoela saga; Hallfreðar saga; Kormáks saga; Hrómundar þáttr halta; Hrafns þáttr Guðrúnarsonar,1939,F2,article,Ól Einar,,0.75,1,0,False
ellison2000,The Saga of the Confederates,2000,F2,incollection,Ellison Ruth C,,0.917,1,0,False
finlay2011,"Heimskringla, i: The Beginnings to Óláfr Tryggvason",2011,F2,book,Finlay Alison,,0.778,3,0,False
finlay1959,"Den norsk-islandske Skjaldedigtning, 4 vols",1959,F2,incollection,Finlay Alison,,0.833,1,0,False
kennedy1997,The Saga of Finnbogi the Mighty,1997,F2,incollection,Kennedy John J.,,0.917,1,0,False
kunz2000a,The Saga of the Greenlanders,2000,F2,incollection,Kunz Keneva,,0.917,2,0,False
lunde1983,Ibn Fadlān and the Land of Darkness,1983,F2,incollection,Lunde Paul,,0.75,1,0,False
schmeidler1917,"Adam of Bremen. Gesta Hammaburgensis ecclesiae pontificum, Monumenta Germaniae historica, Scriptores rerum Germanicarum in usum scholarum",1917,F2,book,Schmeidler Bernhard,,0.889,1,0,False
toddnd,Cogadh Gaedhel re Gallaibh: The War of the Gaedhil with the Gaill or The Invasions of Ireland by the Danes and Other Norsemen,1867,F2,book,Todd James H,,0.889,3,0,False
tschan1959,Adam of Bremen. History of the archbishops of Hamburg-Bre men,1959,F2,book,Tschan francis J.,,0.778,2,0,False
alkrenawi1999,The Story of Bedouin-Arab Women in a Polygamous Marriage,1999,F2,article,Al-Krenawi Alean,10.1016/s0277-5395(99)00054-0,1.0,1,0,False
alkrenawi2002,Wife Abuse among Polygamous and Monogamous Bedouin Arab Families,2002,F2,article,Al-Krenawi Alean,10.1300/j087v36n03_09,1.0,1,0,False
audur2008,Women and Sexual Politics,2008,F2,incollection,Auður G.,,0.889,2,0,False
barry1981,Female Sexual Slavery: Understanding the International Dimensions of Women's Oppression,1981,F2,article,Barry Kathleen,10.2307/761856,1.0,1,0,False
baumeister2004,Human Nature and Aggressive Motivation: Why Do Cultural Animals Turn Violent?,2004,F2,article,Baumeister Roy F,,0.833,1,0,False
betzig1995,Medieval Monogamy,1995,F2,article,Betzig Laura,10.1177/036319909602000204,1.0,1,0,False
borovsky1999,Never in Public: Women and Performances in Old Norse Literature,1999,F2,article,Borovsky Zoe,10.2307/541400,1.0,1,0,False
boyden2007,"Children, War and World Disorder in the 21st Century: A Review of the Theories and the Literature on Children's Contributions to Armed Violence",2007,F2,article,Boyden Jo,10.1080/14678800701333051,1.0,1,0,False
bragg2008,Oedipus borealis: The Aberrant Body in Old Icelandic Myth and Saga,2008,F2,book,Bragg LOIS,,0.889,1,0,False
breitman2004,Couple Age Discrepancy and Risk of Intimate Partner Homicide,2004,F2,article,Breitman Noelia,10.1891/vivi.19.3.321.65764,1.0,1,0,False
broude1976,Cross-Cultural Codes on Twenty Sexual Attitudes or Practices,1976,F2,article,Broude Gwen J,10.2307/3773308,1.0,1,0,False
caldwell1998,"The Construction of Adolescence in a Changing World: Implications for Sexuality, Reproduction, and Marriage",1998,F2,article,Caldwell John C,10.2307/172155,1.0,1,0,False
ross2010,The Cambridge Introduction to the Old Norse-Icelandic Saga,2010,F2,book,Ross Clunies,10.1017/cbo9780511763274,0.889,1,0,False
daly1980,Discriminative Parental Solicitude: A Biological Perspective,1980,F2,article,Daly Martin,10.2307/351225,1.0,1,0,False
divale1976,"Population, Warfare, and the Male Supremacist Complex",1976,F2,article,Divale William T,10.1525/aa.1976.78.3.02a00020,1.0,1,0,False
elbedour2006,"The Scope of Sexual, Physical, and Psychological Abuse in a Bedouin-Arab Community of Female Adolescents: The Interplay of Racism, Urbanization, Polygamy, Family Honor, and the Social Marginalization of Women",2006,F2,article,Elbedour Salman,10.1016/j.chiabu.2005.10.010,1.0,1,0,False
fleisher1999,Cattle Raiding and Household Demography Among the Kuria of Tanzania,1999,F2,article,Fleisher Michael L,10.2307/1161024,1.0,1,0,False
fleisher2004,"The Problem with Boys: Bridewealth Accumulation, Sibling Gender, and the Propensity to Participate in Cattle Raiding among the Kuria of Tanzania",2004,F2,article,Fleisher Michael L,10.1086/382257,1.0,1,0,False
grossbardshechtman1993,"On the Economics of Marriage: A Theory of Marriage, Labor, and Divorce",1993,F2,book,Grossbard-Shechtman Shoshana,,0.889,1,0,False
graslund1989,"Gud hjälpe nu väl hennes själ"": om runstenskvinnorna, deras roll vid kristnandet och deras plats i familj och samhälle",1989,F2,article,Gräslund Anne-Sofie,,0.833,2,0,False
henrich2012,Electronic Supplementary Materials for the Puzzle of Monogamous Marriage,2012,F2,article,Henrich Joseph,,0.917,1,0,False
hraundal2014,New Perspectives on Eastern Vikings/Rus in Arabic Sour ces,2014,F2,article,Hraundal Þórir,10.1484/j.vms.5.105213,0.917,2,0,False
huber2011,New Cross-Cultural Perspectives on Marriage Traditions,2011,F2,article,Huber Brad R,10.1177/1069397111402466,1.0,1,0,False
jankowiak2008,"Co-Wives, Husband, and the Mormon Polygynous Family",2008,F2,article,Jankowiak William,,0.833,1,0,False
jankowiak2005,Co-Wife Conflict and Co-operation,2005,F2,article,Jankowiak William,10.2307/3773961,1.0,1,0,False
karamagi2006,Intimate Partner Violence against Women in Eastern Uganda: Implications for HIV Prevention,2006,F2,article,Karamagi Charles A,10.1186/1471-2458-6-284,1.0,1,0,False
karras1992,Servitude and Sexuality,1992,F2,incollection,Karras R Mazo,,0.917,1,0,False
kress2002,Taming the Shrew: The Rise of Patriarchy and the Subordination of the Feminine in Old Norse Literature,2002,F2,incollection,Kress Helga,,0.917,1,0,False
kolker2014,Att genusförändra en utställning -en pedagogisk utmaning,2014,F2,book,Kolker Li,,0.889,1,0,False
larrington2016,A Handbook to Eddic Poetry,2016,F2,book,Larrington Carolyne,,0.778,2,0,False
liwoch2007,Wielkie kurhany latopisowego Pleśniska,2007,F2,article,Liwoch R.,,0.833,1,0,False
ljungqvist2015,Rape in the Icelandic Sagas: An Insight in the Perceptions about Sexual Assaults on Women in the Old Norse World,2015,F2,article,Ljungqvist Fredrik Charpentier,,0.833,1,0,False
miller1982,Female Labor Participation and Female Seclusion in Rural India: A Regional View,1982,F2,article,Miller Barbara D,10.1086/452589,1.0,1,0,False
norrman2000,Woman or Warrior? The Construction of Gender in Old Norse Myth,2000,F2,incollection,Norrman Lena,,0.833,2,0,False
norstein2014,Migration and the Creation of Identity in the Viking Diaspora: A Comparative Study of Viking Age Funerary Rites from Northern Scotland and Møre og Romsdal,2014,F2,book,Norstein Frida E,,0.778,1,0,False
odonoghue2004,Old Norse-Icelandic Literature: A Short Introduction,2004,F2,book,O'donoghue Heather,,0.889,2,0,False
omariba2007,Family Structure and Child Mortality in Sub-Saharan Africa: Cross-National Effects of Polygyny,2007,F2,article,Omariba D. Walter Rasugu,10.1111/j.1741-3737.2007.00381.x,1.0,1,0,False
ritchie1976,"Excavation of Pictish and Viking-age Farmsteads at Buckquoy, Orkney",1976,F2,article,Ritchie Anna,,0.833,1,0,False
saelebakke1986,Noen foreløbige inntrykk fra en middelalderkirkegård i tønsberg,1986,F2,article,Saelebakke Inger,,0.833,1,0,False
schacht2015,Sex Ratio Effects on Reproductive Strategies in Humans,2015,F2,article,Schacht Ryan,10.1098/rsos.140402>,0.917,1,0,False
simek1992,Mythological Women: Studies in Memory of Lotte Motz,1992,F2,book,Simek Rudolf,,0.778,1,0,False
sjoberg1976,"Fornlämning 126. Gravfält, Äldre Järnålder, Sörby Skola, Öster Sörby, Gärdslösa socken, Öland, Riksantikvarieämbetet Rapport",1976,F2,book,Sjöberg Margareta,,0.889,1,0,False
sorensen1946,Some Exceptional Women in the Sagas,1946,F2,incollection,Sørensen P Meulengracht,,0.833,1,0,False
wyatt2009,Slaves and Warriors in Medieval Britain and Ireland,2009,F2,incollection,Wyatt David,10.1163/ej.9789004175334.i-460,0.833,1,0,False
skrend,"Commodity Money, Silver and Coinage in Viking-Age Scandinavia",,F1,misc,Skre Dagfinn,,0.5,1,43,False
anderlini1992,"Some Notes on the Economics of Barter, Money and Credit",1992,F2,incollection,Anderlini Luca,10.1017/cbo9780511607677.004,0.917,1,0,False
bloch1967,Natural Economy or money Economy? A False Dilemma,1967,F2,book,Bloch Maurice,,0.889,1,0,False
boyes1921,Mål og vekt i forhistorisk tid i Norge,1921,F2,incollection,Boyes W.,,0.833,2,0,False
carrier2005,"Kjøpe, selge, bytte, gi. Vareutveksling og byuppkomst i Norge ca Soo-noo: en modell",2005,F2,incollection,Carrier J.,,0.917,1,0,False
grierson1959,Commerce in the Dark Ages: a critique of the evidence,1959,F2,article,Grierson Philip,10.2307/3678808,0.917,2,0,False
grierson1967,The Volume of Anglo-Saxon Coinage,1967,F2,article,Grierson Philip,10.1111/j.1468-0289.1967.tb00129.x,1.0,1,0,False
gulibekk2002,Medieval Law and Money in Norway,2002,F2,incollection,Gulibekk S.,,0.833,1,0,False
gulibekk2005,Natural and Money Economy in Medieval Norway,2005,F2,article,Gulibekk S.,,0.917,2,0,False
gulibekk2009,"Pengevesenets fremvekst og fall i Norge i middelalderen, Museum Tusculanums Forlag",2009,F2,book,Gulibekk,,0.667,1,0,False
hedeager1993,Krigerøkonomi og handelsøkonomi i vikingetiden,1993,F2,incollection,Hedeager Lotte,,0.833,2,0,False
jevonsnd,Commodity Theories of the Acceptablility of Money,1876,F2,article,Jevons W. S.,,0.833,1,0,False
lunden1978,Korn og kaup. studiar overprisar ogjordbruk på vestlandet i mellomalderen,1978,F2,book,Lunden K. ;.,,0.778,1,0,False
lunden1999,Money Economy in Medieval Norway,1999,F2,article,Lunden K. ;.,10.1080/03468759950115683,1.0,2,0,False
lunden2007,"Mynt, andre pengar og politisk-økonomisk system i mellomalderen",2007,F2,article,Lunden K. ;.,10.18261/issn1504-2944-2007-01-01,0.833,1,0,False
metcalf1967,The Prosperity of North-Western Europe in the Eighth and Ninth Centuries,1967,F2,article,Metcalf David,10.1111/j.1468-0289.1967.tb00141.x,1.0,1,0,False
